urs,sequence_length,model_source,diagram_sequence_start,diagram_sequence_stop,diagram_bps,diagram_model_start,diagram_model_stop,model_length,model_basepair_count,diagram_overlap_count,label,prediction
URS0000DCAEED,2870,ribovision,1,2869,859,5,2881,2922,891,10,1,1
URS0000DCAFE6,3110,ribovision,6,3103,882,4,3132,3137,912,14,1,1
URS0000DCC388,241,ribovision,109,177,7,2,76,3555,1065,0,0,0
URS0000DCCE15,1637,ribovision,1,1632,476,1505,3136,3137,912,0,1,1
URS0000DCD314,3022,ribovision,6,3015,820,13,3027,3048,847,14,1,1
URS0000DCDB29,2574,ribovision,3,2570,647,350,2924,2925,772,1,1,1
URS0000DCE78C,3142,ribovision,8,3128,888,3,3118,3120,899,13,1,1
URS0000DCEAED,3103,ribovision,3,3098,889,5,3134,3137,912,12,1,1
URS0000DCF5F1,3081,ribovision,16,3074,888,12,3117,3120,899,13,1,1
URS0000DCF60A,2959,ribovision,1,2959,815,13,2991,3048,847,14,1,1
URS0000DCFA74,2887,ribovision,2,2883,758,2,2924,2925,772,4,1,1
URS0000DD0033,2591,ribovision,1,2579,738,329,2904,2904,860,1,1,1
URS0000DD03FF,2757,ribovision,1,2752,785,385,3136,3137,912,10,1,1
URS0000DD118A,1360,ribovision,631,1163,317,2079,2622,2925,772,0,1,1
URS0000DD16B7,2906,ribovision,4,2896,795,21,2903,3048,847,13,1,1
URS0000DD1E97,3062,ribovision,2,3062,880,2,3062,3137,912,22,1,1
URS0000DD21A2,2931,ribovision,8,2914,758,8,2913,2925,772,3,1,1
URS0000DD2CE1,165,ribovision,2,145,31,23,165,3551,1009,0,0,0
URS0000DD312E,2895,ribovision,2,2892,762,6,2923,2925,772,3,1,1
URS0000DD3A35,4986,ribovision,2153,4985,1423,2397,5226,5227,1553,27,1,1
URS0000DD3DCD,765,ribovision,323,765,171,1327,1786,5227,1553,8,0,0
URS0000DD5F2F,1597,ribovision,7,1597,444,551,2136,2904,860,4,1,1
URS0000DD636C,178,ribovision,1,154,32,2749,2902,2904,860,0,0,0
URS0000DD67C9,2650,ribovision,2,2646,767,146,2792,2904,860,1,1,1
URS0000DD70AA,2904,ribovision,2,2904,857,4,2904,2904,860,1,1,1
URS0000DD7A31,4785,ribovision,1,4784,1376,158,5226,5227,1553,21,1,1
URS0000DD7D6E,1198,ribovision,2,1197,239,234,1346,1559,373,2,0,1
URS0000DD82F1,2778,ribovision,1,2773,697,99,2916,2921,776,4,1,1
URS0000DD8504,3114,ribovision,2,3104,896,4,3134,3137,912,19,1,1
URS0000DDA1B4,1431,ribovision,5,1016,338,2,1050,3120,899,15,0,1
URS0000DDA29B,119,ribovision,1,117,21,40,157,3551,1009,0,0,0
URS0000DDB49D,4806,ribovision,1,2958,1356,158,3154,5227,1553,25,1,1
URS0000DDBBC8,2921,ribovision,2,2918,776,4,2920,2921,776,4,1,1
URS0000DDD1B9,3094,ribovision,81,3093,840,313,3253,3551,1009,20,1,1
URS0000DDEEB2,1558,ribovision,1,1558,373,1,1559,1559,373,4,1,1
URS0000DDFBE5,2919,ribovision,2,2916,775,4,2920,2921,776,4,1,1
URS0000DE04BB,571,ribovision,5,466,122,492,951,5227,1553,0,0,0
URS0000DE04E7,2931,ribovision,9,2926,762,11,2923,2925,772,5,1,1
URS0000DE07C2,2749,ribovision,1180,2745,797,1230,2793,2904,860,1,1,1
URS0000DE12B3,1558,ribovision,1,1558,373,1,1559,1559,373,4,1,1
URS0000DE1FF2,2784,ribovision,2,1520,731,1,1530,2921,776,4,1,1
URS0000DE4F88,3148,ribovision,26,3136,889,2,3117,3120,899,11,1,1
URS0000DE503C,2883,ribovision,2,2881,850,4,2889,2911,868,4,1,1
URS0000DE57E8,2906,ribovision,4,2902,784,21,2990,3048,847,16,1,1
URS0000DE626E,2904,ribovision,2,2904,856,4,2904,2904,860,1,1,1
URS0000DE67EC,3111,ribovision,1,3106,893,31,3136,3137,912,21,1,1
URS0000DE6A52,3106,ribovision,2,3105,894,2,3118,3120,899,13,1,1
URS0000DE6E98,1783,ribovision,1,1778,525,1359,3136,3137,912,0,1,1
URS0000DE7B8B,3110,ribovision,5,3099,885,3,3118,3120,899,13,1,1
URS0000DE8562,2904,ribovision,2,2904,858,4,2904,2904,860,1,1,1
URS0000DE8BB5,65,rfam,1,64,17,1,66,67,17,0,1,1
URS0000DE8EF5,3104,ribovision,6,3097,883,2,3117,3120,899,11,1,1
URS0000DE95E4,2880,ribovision,3,2878,845,5,2902,2904,860,2,1,1
URS0000DEAA00,3103,ribovision,2,3099,894,4,3134,3137,912,19,1,1
URS0000DEB775,1104,crw,1058,1103,7,5,50,120,30,0,0,0
URS0000DEC5C8,4987,ribovision,2153,4986,1430,2397,5226,5227,1553,25,1,1
URS0000DED9DB,1744,ribovision,2,1739,521,1399,3136,3137,912,0,1,1
URS0000DEDEFA,2901,ribovision,1,2897,887,5,2912,2922,891,12,1,1
URS0000DEEA70,2927,ribovision,2,2921,776,1,2920,2921,776,4,1,1
URS0000DEF436,2876,ribovision,7,2873,865,3,2884,2922,891,12,1,1
URS0000DEFB42,2858,ribovision,2,2855,862,16,2884,2922,891,12,1,1
URS0000DF031D,2901,ribovision,1,2898,856,1,2890,2911,868,6,1,1
URS0000DF0803,2910,ribovision,2,2901,883,9,2916,2922,891,12,1,1
URS0000DF0844,2914,ribovision,8,2883,766,6,2909,2921,776,6,1,1
URS0000DF0F49,2895,ribovision,2,2892,852,4,2901,2904,860,3,1,1
URS0000DF1524,3174,ribovision,5,1887,885,3,1899,3120,899,19,1,1
URS0000DF2EEA,1789,ribovision,1,1784,526,1353,3136,3137,912,0,1,1
URS0000DF3C54,2998,ribovision,9,2985,812,12,3001,3048,847,16,1,1
URS0000DF5537,2901,ribovision,2,2901,858,4,2904,2904,860,1,1,1
URS0000DF57D2,2898,ribovision,4,2898,797,21,2901,3048,847,12,1,1
URS0000DF5B50,1659,ribovision,1,1659,479,567,2297,3137,912,1,1,1
URS0000DF5DC2,103,rfam,7,101,5,7,102,104,5,0,1,0
URS0000DFCB59,156,rfam,2,73,24,2,74,139,28,0,0,0
URS0000E06B31,128,ribovision,1,128,26,31,158,3555,1065,0,0,0
URS0000E07B75,164,ribovision,15,163,21,2,149,3551,1009,0,0,0
URS0000E081FC,1723,ribovision,10,1722,483,1,1711,2904,860,0,1,1
URS0000E08356,2902,ribovision,1,2902,885,5,2918,2922,891,12,1,1
URS0000E08B72,1884,ribovision,5,1884,453,206,2027,3506,993,23,0,1
URS0000E08D5C,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E09472,2886,ribovision,4,2881,761,3,2923,2925,772,3,1,1
URS0000E096FC,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E09BFF,758,ribovision,110,758,183,1120,1782,5227,1553,16,0,0
URS0000E09F3F,2906,ribovision,2,2906,857,4,2904,2904,860,2,1,1
URS0000E0A0F3,1601,ribovision,1,1601,398,336,1848,2904,860,6,0,1
URS0000E0AB48,499,ribovision,2,497,94,874,1408,1559,373,1,0,0
URS0000E0B075,2738,ribovision,2,2703,738,24,2895,3048,847,4,1,1
URS0000E0C1C4,1566,ribovision,2,1564,369,2,1558,1559,373,4,1,1
URS0000E0DA91,2963,ribovision,2,2962,797,14,2902,3048,847,10,1,1
URS0000E0EA49,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E10199,440,ribovision,2,439,89,897,1390,1559,373,1,0,0
URS0000E10A83,2560,ribovision,1,2543,738,362,2904,2904,860,1,1,1
URS0000E10BC5,2882,ribovision,2,2881,857,4,2887,2911,868,4,1,1
URS0000E11665,1546,ribovision,1,1546,450,1233,2776,2904,860,1,1,1
URS0000E118F2,2880,ribovision,4,2869,762,6,2913,2921,776,4,1,1
URS0000E1200E,2684,ribovision,2,2680,685,79,2846,2921,776,4,1,1
URS0000E12494,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E129FD,758,ribovision,361,758,186,1359,1782,5227,1553,16,0,0
URS0000E14A7F,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E15E73,1692,ribovision,2,1685,448,1240,2924,2925,772,0,1,1
URS0000E17541,2920,ribovision,2,2917,776,4,2920,2921,776,4,1,1
URS0000E179B5,346,ribovision,166,345,68,1216,1394,1559,373,0,0,0
URS0000E17AB0,3135,ribovision,3,3130,888,2,3119,3120,899,13,1,1
URS0000E18128,3116,ribovision,2,3111,884,2,3117,3120,899,13,1,1
URS0000E182E5,2878,ribovision,6,2867,752,5,2911,2921,776,5,1,1
URS0000E18D70,2699,ribovision,2,2699,724,19,2691,3048,847,10,1,1
URS0000E1A098,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E1A946,670,ribovision,160,670,132,1266,1790,5227,1553,10,0,0
URS0000E1B2F9,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E1BB71,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E1C88D,1690,ribovision,49,1659,341,11,1531,1559,373,9,1,1
URS0000E1C923,3110,ribovision,8,3104,885,5,3132,3137,912,12,1,1
URS0000E1CEFC,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E1D280,1805,ribovision,2,1800,458,1122,2920,2921,776,0,1,1
URS0000E1DAAC,2888,ribovision,2,2886,851,4,2889,2911,868,4,1,1
URS0000E1DD3B,2956,ribovision,2,2926,728,100,2897,3048,847,26,1,1
URS0000E1F68D,2901,ribovision,1,2899,884,5,2915,2922,891,12,1,1
URS0000E1FC35,2884,ribovision,2,2882,850,4,2889,2911,868,4,1,1
URS0000E1FD04,2904,ribovision,2,2904,858,4,2903,2904,860,1,1,1
URS0000E1FD53,2859,ribovision,2,2858,849,4,2889,2911,868,4,1,1
URS0000E2206E,3103,ribovision,2,3099,894,4,3134,3137,912,19,1,1
URS0000E22C43,152,ribovision,6,151,21,6,152,4123,1087,0,0,0
URS0000E2323F,2886,ribovision,8,2878,752,4,2915,2921,776,4,1,1
URS0000E236F1,85,ribovision,2,72,17,2830,2900,2904,860,0,0,0
URS0000E23E0E,2858,ribovision,2,2855,862,16,2884,2922,891,12,1,1
URS0000E2433D,1461,ribovision,2,1460,357,1015,2485,2925,772,0,1,1
URS0000E26075,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E264C3,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E267A6,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E27653,372,ribovision,2,370,113,535,906,1542,507,0,0,0
URS0000E28742,309,ribovision,23,295,64,1798,2075,2925,772,0,0,0
URS0000E29DE2,3108,ribovision,9,3102,883,3,3118,3120,899,13,1,1
URS0000E29E7B,690,ribovision,75,689,139,1188,1821,5227,1553,8,0,0
URS0000E2B59D,2823,ribovision,2,2822,772,19,2990,3048,847,14,1,1
URS0000E2B669,88,ribovision,2,76,17,2830,2904,2904,860,0,0,0
URS0000E2BC82,2923,ribovision,2,2917,776,1,2920,2921,776,4,1,1
URS0000E2BE51,2858,ribovision,2,2857,849,4,2889,2911,868,4,1,1
URS0000E2BE68,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E2D77D,3119,ribovision,11,3114,882,5,3117,3120,899,9,1,1
URS0000E2DF76,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E31671,2914,ribovision,1,2914,887,5,2918,2922,891,12,1,1
URS0000E31BB2,3103,ribovision,2,3099,894,4,3134,3137,912,19,1,1
URS0000E31CA8,793,ribovision,2,172,32,2296,2463,2911,868,0,0,0
URS0000E32765,2895,ribovision,2,2894,855,4,2889,2911,868,6,1,1
URS0000E32BB5,180,ribovision,2,179,20,2,150,4123,1087,0,0,0
URS0000E32FD1,575,ribovision,45,574,123,887,1394,1559,373,1,0,0
URS0000E34065,762,ribovision,339,762,167,1336,1782,5227,1553,18,0,0
URS0000E343C6,733,ribovision,269,732,211,1335,1803,5227,1553,0,0,0
URS0000E34AF9,2714,ribovision,6,2711,729,23,2822,3048,847,14,1,1
URS0000E354FE,2916,ribovision,9,2897,855,2,2902,2904,860,5,1,1
URS0000E3717D,2716,ribovision,15,2712,696,191,2924,2925,772,4,1,1
URS0000E3794F,849,ribovision,1,768,163,2517,3216,3551,1009,6,0,0
URS0000E37B6E,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E37D3F,2878,ribovision,1,2875,855,1,2889,2911,868,4,1,1
URS0000E37F76,111,crw,2,110,29,6,114,120,33,0,1,0
URS0000E3889B,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E38A01,3069,ribovision,6,3061,881,9,3112,3120,899,11,1,1
URS0000E38BE9,761,ribovision,369,761,176,1365,1782,5227,1553,14,0,0
URS0000E38FE9,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E3A3AD,2899,ribovision,3,2894,757,2,2924,2925,772,4,1,1
URS0000E3AB03,2906,ribovision,5,2901,760,3,2924,2925,772,4,1,1
URS0000E3B622,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E3D9C4,346,ribovision,158,345,74,1206,1394,1559,373,0,0,0
URS0000E3EA36,1621,ribovision,1,1609,427,1311,2920,2921,776,0,1,1
URS0000E3F223,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E3F539,2886,ribovision,2,2886,873,19,2918,2922,891,12,1,1
URS0000E3FB41,2886,ribovision,15,2874,756,11,2911,2921,776,5,1,1
URS0000E406E6,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E418EF,762,ribovision,363,762,168,1358,1782,5227,1553,11,0,0
URS0000E41D5F,2846,ribovision,1,2840,732,80,2920,2921,776,4,1,1
URS0000E42020,2866,ribovision,2,2864,848,4,2889,2911,868,4,1,1
URS0000E43A56,1866,ribovision,2,1863,461,179,2038,3506,993,23,1,1
URS0000E44E12,1529,ribovision,2,1528,426,1392,2904,3048,847,1,1,1
URS0000E45527,2989,ribovision,2,2979,793,19,3000,3048,847,16,1,1
URS0000E4571D,3151,ribovision,26,3139,889,2,3117,3120,899,11,1,1
URS0000E459FB,1557,ribovision,1,1556,421,160,1713,2904,860,0,1,1
URS0000E45CDD,2847,ribovision,6,2797,775,23,2895,3048,847,12,1,1
URS0000E4A7EF,2908,ribovision,5,2905,852,2,2902,2904,860,3,1,1
URS0000E4B46D,2881,ribovision,3,2878,855,1,2889,2911,868,4,1,1
URS0000E4B57E,525,ribovision,33,524,120,872,1395,1559,373,1,0,0
URS0000E4BB22,2844,ribovision,6,2838,741,8,2917,2921,776,4,1,1
URS0000E4C760,761,ribovision,329,761,171,1327,1782,5227,1553,11,0,0
URS0000E4CDDD,412,ribovision,2,411,105,568,976,1800,560,0,0,0
URS0000E4E884,88,ribovision,2,87,8,2823,2908,3048,847,1,0,0
URS0000E4F630,2628,ribovision,1,2562,625,437,2918,2925,772,6,1,1
URS0000E4FA9A,758,ribovision,367,758,182,1365,1782,5227,1553,16,0,0
URS0000E50F0B,2973,ribovision,2,2972,808,20,2992,3048,847,16,1,1
URS0000E53988,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E55488,2923,ribovision,10,2911,860,1,2904,2904,860,2,1,1
URS0000E59271,3130,ribovision,6,3124,888,2,3118,3120,899,13,1,1
URS0000E5B241,2918,ribovision,2,2915,774,4,2920,2921,776,4,1,1
URS0000E5B6BE,2915,ribovision,3,2910,767,2,2924,2925,772,3,1,1
URS0000E5C0B8,3139,ribovision,9,3135,885,2,3119,3120,899,13,1,1
URS0000E5CA35,2878,ribovision,3,2876,855,1,2889,2911,868,4,1,1
URS0000E5D7E8,2828,ribovision,2,1740,735,1,1752,2925,772,4,1,1
URS0000E5E6BA,653,ribovision,286,557,116,792,1069,1559,373,5,0,0
URS0000E5F4E7,2883,ribovision,2,2882,858,4,2887,2911,868,4,1,1
URS0000E5F5B8,2881,ribovision,3,2878,854,1,2889,2911,868,4,1,1
URS0000E5FC5F,98,rfam,4,89,28,4,92,101,33,0,1,0
URS0000E60AF7,3373,rfam,768,694,1,15,90,301,120,1,0,0
URS0000E60B6D,2881,ribovision,2,2879,855,7,2884,2911,868,4,1,1
URS0000E62D5F,107,rfam,12,107,5,9,104,104,5,0,1,0
URS0000E6681F,114,crw,1,93,21,1,93,120,35,0,1,0
URS0000E690ED,139,rfam,2,138,40,2,139,140,41,0,1,1
URS0000E69FEF,78,rfam,1,78,15,1,78,78,15,0,1,0
URS0000E6F1D3,104,crw,5,85,15,10,90,120,35,0,0,0
URS0000E72C06,105,rfam,12,103,5,9,102,104,5,0,1,0
URS0000E79C78,286,rfam,3,244,68,3,256,330,87,2,1,1
URS0000E8B430,118,crw,7,106,33,7,107,120,35,0,1,0
URS0000E8F3F7,166,rfam,29,156,46,30,156,166,46,0,1,1
URS0000EC2BA0,3111,ribovision,5,3100,883,3,3118,3120,899,11,1,1
URS0000EC2D05,335,ribovision,217,334,20,8,126,3120,899,0,0,0
URS0000EC4018,338,ribovision,168,325,21,11,170,3137,912,0,0,0
URS0000EC4177,291,ribovision,189,289,6,8,108,3120,899,0,0,0
URS0000EC42C3,190,ribovision,56,189,33,139,273,3551,1009,1,0,0
URS0000EC4EF5,368,ribovision,199,332,22,9,143,3120,899,1,0,0
URS0000EC526E,341,ribovision,171,327,26,11,169,3137,912,0,0,0
URS0000EC71F2,2035,ribovision,2,2032,526,983,2895,3554,1065,11,1,1
URS0000EC8210,1246,ribovision,45,1246,328,488,1608,2904,860,4,0,1
URS0000EC8B71,3106,ribovision,5,3098,887,3,3118,3120,899,11,1,1
URS0000EC8C2E,3071,ribovision,8,3067,884,2,3119,3120,899,12,1,1
URS0000EC8E53,3141,ribovision,2,3136,912,2,3136,3137,912,21,1,1
URS0000ECB759,141,ribovision,1,120,36,2768,2887,2911,868,1,0,0
URS0000ECC08F,2925,ribovision,10,2913,859,1,2904,2904,860,2,1,1
URS0000ECCC13,368,ribovision,198,354,26,11,169,3137,912,0,0,0
URS0000ECD3A8,3141,ribovision,2,3136,912,2,3136,3137,912,21,1,1
URS0000ECE0DA,2902,ribovision,1,2901,883,5,2911,2922,891,12,1,1
URS0000ECE2C6,114,crw,5,109,30,8,112,120,33,0,1,0
URS0000ED06B1,3102,ribovision,10,3092,890,9,3118,3120,899,12,1,1
URS0000ED07D9,2549,ribovision,8,2543,647,394,2924,2925,772,0,1,1
URS0000ED0A6F,2728,ribovision,1,2710,779,196,2904,2904,860,3,1,1
URS0000ED0DD7,2716,ribovision,4,2711,698,210,2924,2925,772,3,1,1
URS0000ED14D4,2901,ribovision,1,2900,882,5,2914,2922,891,12,1,1
URS0000ED2952,1454,ribovision,2,1453,328,424,1953,2925,772,0,1,1
URS0000ED2D78,3118,ribovision,10,3113,886,4,3118,3120,899,13,1,1
URS0000ED2DEB,359,ribovision,189,342,26,11,165,3137,912,0,0,0
URS0000ED308C,2329,ribovision,1,2323,620,607,2924,2925,772,0,1,1
URS0000ED520F,3397,ribovision,3,3397,950,161,3551,3551,1009,24,1,1
URS0000ED6676,2786,ribovision,10,2786,812,1,2777,2904,860,1,1,1
URS0000ED6692,2902,ribovision,1,2900,855,1,2889,2911,868,8,1,1
URS0000ED6D19,359,ribovision,189,342,26,11,165,3137,912,0,0,0
URS0000ED85B5,2582,ribovision,2,1600,683,1,1607,2921,776,4,1,1
URS0000ED868D,498,ribovision,203,318,40,9,124,3120,899,4,0,0
URS0000ED89ED,2929,ribovision,4,2921,768,1,2924,2925,772,3,1,1
URS0000ED8D9E,2298,ribovision,1,2297,576,370,2676,2925,772,0,1,1
URS0000ED8EEE,2516,ribovision,6,2516,630,7,2553,2925,772,4,1,1
URS0000ED90F1,1601,ribovision,1,1601,398,336,1848,2904,860,6,0,1
URS0000ED990F,2899,ribovision,2,2895,857,4,2904,2904,860,1,1,1
URS0000EDA3C5,339,ribovision,169,325,26,11,169,3137,912,0,0,0
URS0000EDA75B,2300,ribovision,4,2294,609,639,2924,2925,772,0,1,1
URS0000EDA91D,359,ribovision,189,342,26,11,165,3137,912,0,0,0
URS0000EDB681,2575,ribovision,3,2574,668,288,2859,2921,776,0,1,1
URS0000EDDE9A,2919,ribovision,5,2879,820,1,2902,2904,860,6,1,1
URS0000EDE23D,2958,ribovision,6,2947,805,16,3039,3048,847,16,1,1
URS0000EDF0A7,1118,ribovision,436,136,15,787,1102,1559,373,0,0,0
URS0000EE0A22,134,ribovision,25,112,25,3029,3116,3120,899,0,0,0
URS0000EE0AFA,2921,ribovision,2,2918,775,1,2920,2921,776,4,1,1
URS0000EE13A7,3170,ribovision,8,3163,884,2,3119,3120,899,15,1,1
URS0000EE3533,1042,ribovision,3,1041,236,369,1397,1559,373,3,1,1
URS0000EE3DD7,2901,ribovision,1,2900,882,5,2914,2922,891,12,1,1
URS0000EE40A2,828,ribovision,21,828,191,630,1494,4123,1087,17,0,0
URS0000EE4EAB,142,ribovision,1,121,36,2768,2888,2911,868,1,0,0
URS0000EE5641,747,ribovision,84,606,158,2773,3294,3506,993,4,0,0
URS0000EE5C93,859,ribovision,60,856,232,1163,1974,5227,1553,0,0,0
URS0000EE609D,3115,ribovision,2,3105,900,2,3134,3137,912,19,1,1
URS0000EE6939,114,crw,3,112,27,7,116,120,31,0,1,0
URS0000EE6E7D,2938,ribovision,2,2933,760,4,2923,2925,772,11,1,1
URS0000EE7A40,337,ribovision,168,320,22,11,165,3137,912,0,0,0
URS0000EE841A,1455,ribovision,5,1401,366,1272,2663,2925,772,0,1,1
URS0000EE86C8,2900,ribovision,2,2895,766,4,2923,2925,772,3,1,1
URS0000EE89C4,3147,ribovision,10,3139,893,11,3132,3137,912,14,1,1
URS0000EE8AD0,3099,ribovision,29,3091,890,5,3118,3120,899,13,1,1
URS0000EEE0B1,168,rfam,67,167,23,31,133,134,28,0,1,0
URS0000EFAFBB,1845,ribovision,3,1464,418,2068,3545,3554,1065,10,1,1
URS0000EFBE3E,134,rfam,19,114,10,4,86,90,28,0,0,1
URS0000EFDF5F,140,rfam,22,119,28,1,98,98,31,0,1,1
URS0000EFF43C,129,rfam,33,97,1,6,72,74,21,0,0,0
URS0000F00CBA,117,crw,2,116,29,4,118,119,29,0,1,0
URS0000F345CD,406,ribovision,2,405,121,29,535,1542,507,1,1,0
URS0000F36B40,406,ribovision,2,404,121,29,534,1542,507,1,1,0
URS0000F4AF30,406,ribovision,2,404,121,29,534,1542,507,1,1,0
URS000104657B,395,ribovision,2,395,119,534,928,1542,507,0,1,0
URS000108D4FA,377,ribovision,2,376,99,591,966,1800,560,0,0,0
URS0001131E65,259,crw,3,257,51,530,778,1525,382,0,0,0
URS00011A3983,446,ribovision,1,446,122,341,805,1542,507,0,0,0
URS0001276CE2,460,ribovision,1,460,130,341,805,1542,507,0,0,0
URS00012D720F,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS00013019A7,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS000132F767,403,ribovision,4,401,119,31,534,1542,507,0,1,0
URS000141F096,403,ribovision,2,401,120,29,534,1542,507,1,1,0
URS000146DDE0,252,ribovision,4,252,69,537,786,1542,507,0,1,0
URS00014D0170,252,ribovision,2,252,68,535,786,1542,507,0,1,0
URS00014E189B,482,rfam,308,102,14,106,312,370,52,0,0,0
URS000155A841,1518,ribovision,1,1517,493,8,1509,1542,507,0,1,1
URS000156DE3F,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS0001614B9C,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS0001815E2B,254,ribovision,2,254,69,535,786,1542,507,0,1,0
URS000181E815,203,ribovision,2,203,43,535,732,1542,507,0,0,0
URS0001834FA2,393,ribovision,1,393,118,533,928,1542,507,0,1,0
URS000185ED7A,482,rfam,307,103,8,107,311,370,52,2,0,0
URS0001862079,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS000186A1E4,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS000187A9C3,406,ribovision,2,405,121,29,535,1542,507,1,1,0
URS00018AD561,253,ribovision,2,253,69,535,786,1542,507,0,1,0
URS00018DB7F6,460,ribovision,1,460,130,341,805,1542,507,0,1,0
URS00018F37D5,445,ribovision,2,445,129,358,806,1542,507,0,1,0
URS00018F7687,439,ribovision,3,438,78,592,965,1800,560,6,0,0
URS000190C83F,109,crw,2,109,24,12,119,121,32,0,1,0
URS000196BD19,433,rfam,249,339,6,10,87,91,30,0,0,0
URS000198433B,119,crw,1,118,33,1,118,120,33,0,1,0
URS0001989C42,117,rfam,4,103,29,4,105,116,30,0,1,0
URS000198C9DF,101,rfam,13,85,5,10,80,104,5,0,1,0
URS000199E7E5,119,crw,3,117,35,3,117,120,35,0,1,0
URS000199E9FE,119,crw,5,108,34,5,109,120,35,0,1,0
URS00019ABAEF,2933,ribovision,10,2915,860,1,2904,2904,860,3,1,1
URS00019C2DAC,6476,rfam,6281,6377,2,1,95,95,34,2,0,0
URS00019D3339,6197,rfam,5880,5780,7,3,95,95,34,0,0,0
URS00019D6642,228,rfam,2,227,74,40,254,255,98,0,1,1
URS00019DD712,167,rfam,164,129,30,6,41,77,32,0,0,1
URS00019DF517,127,rfam,13,127,22,13,130,130,24,0,1,0
URS00019EAF26,125,rfam,1,67,39,1,66,301,120,2,0,0
URS00019FCB11,134,rfam,2,134,39,2,134,134,39,0,1,1
URS0001A106D6,110,crw,28,94,21,39,105,119,30,0,1,0
URS0001A1CA3A,107,rfam,9,106,5,7,103,104,5,0,1,0
URS0001A1D23F,164,rfam,1,162,45,1,164,166,46,0,1,1
URS0001A200C3,117,crw,4,115,33,4,117,120,35,0,1,0
URS0001A225D4,119,crw,1,119,33,1,119,120,33,0,0,0
URS0001A3753F,2381,ribovision,2,658,167,1153,1807,1808,459,0,1,1
URS0001A60647,2044,crw,2,2043,374,40,1979,1990,378,11,0,1
URS0001A646D1,1479,ribovision,1,1478,481,8,1506,1542,507,0,1,1
URS0001A75632,1736,ribovision,2,1735,439,4,1777,1808,459,0,1,1
URS0001A7F6B1,2335,ribovision,1,647,185,1176,1800,1800,560,0,0,1
URS0001ADB194,1511,ribovision,1,1510,489,8,1506,1542,507,0,1,1
URS0001ADDE04,1512,ribovision,232,1142,228,319,1229,1869,470,0,1,1
URS0001AF1092,1325,ribovision,1,1324,423,8,1333,1542,507,0,1,1
URS0001B074CF,1473,ribovision,2,1473,484,13,1491,1542,507,0,1,1
URS0001B1F702,1521,ribovision,1,1520,495,8,1506,1542,507,0,1,1
URS0001B235D6,2098,crw,2,2097,336,4,1861,1870,357,10,1,1
URS0001B2CFB0,2225,ribovision,1,376,98,1429,1800,1800,560,0,0,0
URS0001B2E824,3069,ribovision,2,691,135,1234,1869,1869,470,0,0,0
URS0001B4652D,2199,ribovision,2,664,213,1150,1800,1800,560,0,1,1
URS0001B96D45,1481,ribovision,2,1480,471,49,1506,1542,507,0,1,1
URS0001BA78F4,2088,ribovision,2,1259,465,4,1204,1869,470,5,1,1
URS0001BBE517,1369,rfam,807,739,30,12,80,301,120,4,0,0
URS0001BC03EB,226,rfam,1,226,36,1,226,226,36,0,1,1
URS0001BC045E,60,rfam,6,58,9,6,63,65,10,0,1,1
URS0001BC0DEB,132,rfam,2,81,9,2,80,81,22,2,1,0
URS0001BC1F22,273,rfam,1,228,42,1,131,137,42,0,1,1
URS0001BC2C51,343,rfam,1,343,18,1,330,330,18,0,1,1
URS0001BC5918,71,rfam,8,60,21,7,59,70,21,0,1,1
URS0001BC8AC2,128,rfam,4,125,23,4,102,105,28,5,0,0
URS0001BC8B53,69,rfam,1,69,26,1,69,69,26,0,1,1
URS0001BC950A,288,rfam,1,286,70,1,275,277,70,0,1,1
URS0001BC95E9,53,rfam,1,48,14,1,52,56,16,0,1,1
