rfam_acc	db_id	comment	db_link	other_params	type
RF00129	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00129	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00130	SO		0001244	pre_miRNA	Gene; miRNA;
RF00130	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00130	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00131	SO		0001244	pre_miRNA	Gene; miRNA;
RF00131	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00131	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00132	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00132	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00132	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00133	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00133	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00133	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00133	snoopy		Mus_musculus300755		Gene; snRNA; snoRNA; CD-box;
RF00133	snoopy		Oryzias_latipes300077		Gene; snRNA; snoRNA; CD-box;
RF00134	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00134	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00134	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00135	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00135	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00135	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00135	snoopy		Monodelphis_domestica300018		Gene; snRNA; snoRNA; CD-box;
RF00136	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00136	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00136	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00136	snoopy		Mus_musculus300706		Gene; snRNA; snoRNA; CD-box;
RF00136	snoopy		Homo_sapiens300132		Gene; snRNA; snoRNA; CD-box;
RF00137	snoRNABase		U83		Gene; snRNA; snoRNA; CD-box;
RF00137	snoRNABase		U84		Gene; snRNA; snoRNA; CD-box;
RF00137	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00137	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00137	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00137	snoopy		Mus_musculus300916		Gene; snRNA; snoRNA; CD-box;
RF00137	snoopy		Oryzias_latipes300094		Gene; snRNA; snoRNA; CD-box;
RF00138	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00138	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00138	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00138	snoopy		Oryzias_latipes300068		Gene; snRNA; snoRNA; CD-box;
RF00138	snoopy		Gasterosteus_aculeatus300109		Gene; snRNA; snoRNA; CD-box;
RF00139	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00139	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00139	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00139	snoopy		Mus_musculus300854;		Gene; snRNA; snoRNA; HACA-box;
RF00139	snoopy		Homo_sapiens300439;		Gene; snRNA; snoRNA; HACA-box;
RF00139	snoopy		Mus_musculus300854		Gene; snRNA; snoRNA; HACA-box;
RF00139	snoopy		Homo_sapiens300439		Gene; snRNA; snoRNA; HACA-box;
RF00140	SO		0000233	mature_transcript	Cis-reg;
RF00140	GO		0043022	ribosome binding	Cis-reg;
RF00142	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00142	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00142	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00143	SO		0001244	pre_miRNA	Gene; miRNA;
RF00143	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00143	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00144	SO		0001244	pre_miRNA	Gene; miRNA;
RF00144	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00144	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00145	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF00145	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00145	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00145	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00147	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00147	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00147	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00147	snoopy		Mus_musculus300754		Gene; snRNA; snoRNA; CD-box;
RF00147	snoopy		Loxodonta_africana300497		Gene; snRNA; snoRNA; CD-box;
RF00149	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00149	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00149	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00150	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00150	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00150	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00150	snoopy		Mus_musculus300937		Gene; snRNA; snoRNA; CD-box;
RF00150	snoopy		Danio_rerio300150		Gene; snRNA; snoRNA; CD-box;
RF00151	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00151	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00151	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00151	snoopy		Mus_musculus300308		Gene; snRNA; snoRNA; CD-box;
RF00151	snoopy		Oryzias_latipes300096		Gene; snRNA; snoRNA; CD-box;
RF00152	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00152	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00152	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00153	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00153	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00153	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00153	snoopy		Loxodonta_africana300200		Gene; snRNA; snoRNA; CD-box;
RF00153	snoopy		Echinops_telfairi300872		Gene; snRNA; snoRNA; CD-box;
RF00154	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00154	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00154	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00154	snoopy		Mus_musculus300732		Gene; snRNA; snoRNA; CD-box;
RF00154	snoopy		Echinops_telfairi300783		Gene; snRNA; snoRNA; CD-box;
RF00155	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00155	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00155	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00155	snoopy		Mus_musculus300772		Gene; snRNA; snoRNA; HACA-box;
RF00155	snoopy		Gallus_gallus300121		Gene; snRNA; snoRNA; HACA-box;
RF00156	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00156	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00156	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00156	snoopy		Mus_musculus300833		Gene; snRNA; snoRNA; HACA-box;
RF00156	snoopy		Homo_sapiens300594		Gene; snRNA; snoRNA; HACA-box;
RF00157	snoRNABase		U55		Gene; snRNA; snoRNA; CD-box;
RF00157	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00157	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00157	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00157	snoopy		Gallus_gallus300101		Gene; snRNA; snoRNA; CD-box;
RF00157	snoopy		Loxodonta_africana300339		Gene; snRNA; snoRNA; CD-box;
RF00158	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00158	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00158	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00158	snoopy		Mus_musculus300790		Gene; snRNA; snoRNA; CD-box;
RF00158	snoopy		Loxodonta_africana300468		Gene; snRNA; snoRNA; CD-box;
RF00159	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00159	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00159	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00160	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00160	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00160	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00160	snoopy		Arabidopsis_thaliana300085		Gene; snRNA; snoRNA; CD-box;
RF00161	SO		0000205	three_prime_UTR	Cis-reg;
RF00161	GO		0008595	anterior/posterior axis specification, embryo	Cis-reg;
RF00161	GO		0017148	negative regulation of translation	Cis-reg;
RF00161	GO		0005515	protein binding	Cis-reg;
RF00162	SO		0000035	riboswitch	Cis-reg; riboswitch;
RF00162	GO		0010468	regulation of gene expression	Cis-reg; riboswitch;
RF00163	SO		0000380	hammerhead_ribozyme	Gene; ribozyme;
RF00164	URL		http://athena.bioc.uvic.ca/sars/map/s2mmotif_main.html		Cis-reg;
RF00164	SO		0000233	mature_transcript	Cis-reg;
RF00165	SO		0000205	three_prime_UTR	Cis-reg;
RF00165	GO		0019079	viral genome replication	Cis-reg;
RF00166	SO		0000655	ncRNA	Gene; sRNA;
RF00166	GO		0006401	RNA catabolic process	Gene; sRNA;
RF00166	GO		0006109	regulation of carbohydrate metabolic process	Gene; sRNA;
RF00167	SO		0000035	riboswitch	Cis-reg; riboswitch;
RF00167	GO		0009113	purine nucleobase biosynthetic process	Cis-reg; riboswitch;
RF00168	SO		0000035	riboswitch	Cis-reg; riboswitch;
RF00168	GO		0009085	lysine biosynthetic process	Cis-reg; riboswitch;
RF00169	URL		http://rnp.uthscsa.edu/rnp/SRPDB/SRPDB.html		Gene;
RF00169	SO		0000590	SRP_RNA	Gene;
RF00169	GO		0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	Gene;
RF00169	GO		0048501	signal recognition particle, plasma membrane targeting	Gene;
RF00170	SO		0000233	mature_transcript	Gene;
RF00171	SO		0000204	five_prime_UTR	Cis-reg;
RF00171	GO		0039694	viral RNA genome replication	Cis-reg;
RF00172	SO		0000233	mature_transcript	Cis-reg;
RF00172	GO		0010629	negative regulation of gene expression	Cis-reg;
RF00173	SO		0000374	ribozyme	Gene; ribozyme;
RF00174	SO		0000035	riboswitch	Cis-reg; riboswitch;
RF00174	GO		0031419	cobalamin binding	Cis-reg; riboswitch;
RF00175	SO		0000233	mature_transcript	Cis-reg;
RF00175	GO		0019074	viral RNA genome packaging	Cis-reg;
RF00176	SO		0000205	three_prime_UTR	Cis-reg;
RF00176	GO		0039694	viral RNA genome replication	Cis-reg;
RF00177	URL		http://www.rna.ccbb.utexas.edu/		Gene; rRNA;
RF00177	URL		http://oberon.fvms.ugent.be:8080/rRNA/ssu/index.html		Gene; rRNA;
RF00177	URL		http://rdp.cme.msu.edu/html/		Gene; rRNA;
RF00177	SO		0001263	ncRNA_gene	Gene; rRNA;
RF00177	GO		0003735	structural constituent of ribosome	Gene; rRNA;
RF00177	GO		0005840	ribosome	Gene; rRNA;
RF00178	MIR		MI0000080		Gene; miRNA;
RF00178	MIR		MI0000081		Gene; miRNA;
RF00178	MIR		MI0000231		Gene; miRNA;
RF00178	MIR		MI0000572		Gene; miRNA;
RF00178	SO		0001244	pre_miRNA	Gene; miRNA;
RF00178	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00178	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00179	SO		0000233	mature_transcript	Cis-reg;
RF00179	GO		0017148	negative regulation of translation	Cis-reg;
RF00180	SO		0000205	three_prime_UTR	Cis-reg;
RF00180	GO		0050779	RNA destabilization	Cis-reg;
RF00180	GO		0005515	protein binding	Cis-reg;
RF00181	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00181	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00181	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00181	snoopy		Mus_musculus300531		Gene; snRNA; snoRNA; CD-box;
RF00181	snoopy		Homo_sapiens300018		Gene; snRNA; snoRNA; CD-box;
RF00182	SO		0000233	mature_transcript	Cis-reg;
RF00182	GO		0019074	viral RNA genome packaging	Cis-reg;
RF00183	SO		0000233	mature_transcript	Cis-reg;
RF00183	GO		0000289	nuclear-transcribed mRNA poly(A) tail shortening	Cis-reg;
RF00184	SO		0000205	three_prime_UTR	Cis-reg;
RF00184	GO		0019079	viral genome replication	Cis-reg;
RF00185	SO		0000205	three_prime_UTR	Cis-reg;
RF00185	GO		0019079	viral genome replication	Cis-reg;
RF00186	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00186	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00186	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00186	snoopy		Mus_musculus300844		Gene; snRNA; snoRNA; CD-box;
RF00186	snoopy		Gallus_gallus300077		Gene; snRNA; snoRNA; CD-box;
RF00187	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00187	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00187	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00187	snoopy		Loxodonta_africana300437		Gene; snRNA; snoRNA; CD-box;
RF00187	snoopy		Erinaceus_europaeus300410		Gene; snRNA; snoRNA; CD-box;
RF00188	snoRNABase		HBII-251		Gene; snRNA; snoRNA; CD-box;
RF00188	snoRNABase		U103		Gene; snRNA; snoRNA; CD-box;
RF00188	snoRNABase		U103B		Gene; snRNA; snoRNA; CD-box;
RF00188	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00188	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00188	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00189	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00189	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00189	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00189	snoopy		Mus_musculus300114		Gene; snRNA; snoRNA; CD-box;
RF00189	snoopy		Loxodonta_africana300342		Gene; snRNA; snoRNA; CD-box;
RF00190	snoRNABase		U98b		Gene; snRNA; snoRNA; HACA-box;
RF00190	snoRNABase		ACA16		Gene; snRNA; snoRNA; HACA-box;
RF00190	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00190	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00190	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00190	snoopy		Mus_musculus300610		Gene; snRNA; snoRNA; HACA-box;
RF00190	snoopy		Loxodonta_africana300204		Gene; snRNA; snoRNA; HACA-box;
RF00191	SO		0000594	H_ACA_box_snoRNA	Gene; snRNA; snoRNA; HACA-box;
RF00191	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF00191	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF00191	snoopy		Mus_musculus300815		Gene; snRNA; snoRNA; HACA-box;
RF00191	snoopy		Homo_sapiens300553		Gene; snRNA; snoRNA; HACA-box;
RF00192	SO		0000233	mature_transcript	Cis-reg;
RF00192	GO		0019074	viral RNA genome packaging	Cis-reg;
RF00193	SO		0000233	mature_transcript	Cis-reg;
RF00193	GO		0019079	viral genome replication	Cis-reg;
RF00194	SO		0000233	mature_transcript	Cis-reg;
RF00194	GO		0019079	viral genome replication	Cis-reg;
RF00195	SO		0000655	ncRNA	Gene; sRNA;
RF00196	SO		0000204	five_prime_UTR	Cis-reg;
RF00196	GO		0039689	negative stranded viral RNA replication	Cis-reg;
RF00198	SO		0000233	mature_transcript	Gene;
RF00198	GO		0000365	mRNA trans splicing, via spliceosome	Gene;
RF00199	SO		0000233	mature_transcript	Gene;
RF00199	GO		0000365	mRNA trans splicing, via spliceosome	Gene;
RF00200	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00200	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00200	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00201	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00201	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00201	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00201	snoopy		Arabidopsis_thaliana300087		Gene; snRNA; snoRNA; CD-box;
RF00202	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00202	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00202	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00203	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00203	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00203	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00204	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00204	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00204	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00205	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00205	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00205	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00206	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00206	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00206	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00207	SO		0005836	regulatory_region	Cis-reg;
RF00207	GO		0051028	mRNA transport	Cis-reg;
RF00207	GO		0008298	intracellular mRNA localization	Cis-reg;
RF00208	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF00208	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00208	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00208	snoopy		Arabidopsis_thaliana300237		Gene; snRNA; snoRNA; CD-box;
RF00209	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00209	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00210	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00210	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00211	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00211	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00211	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00211	snoopy		Mus_musculus300752		Gene; snRNA; snoRNA; CD-box;
RF00211	snoopy		Oryzias_latipes300005		Gene; snRNA; snoRNA; CD-box;
RF00212	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00212	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00212	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00212	snoopy		Mus_musculus300955		Gene; snRNA; snoRNA; CD-box;
RF00212	snoopy		Homo_sapiens300161		Gene; snRNA; snoRNA; CD-box;
RF00213	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00213	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00213	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00213	snoopy		Mus_musculus300946		Gene; snRNA; snoRNA; CD-box;
RF00213	snoopy		Oryzias_latipes300090		Gene; snRNA; snoRNA; CD-box;
RF00214	SO		0000233	mature_transcript	Cis-reg;
RF00214	GO		0019079	viral genome replication	Cis-reg;
RF00215	SO		0000233	mature_transcript	Cis-reg;
RF00215	GO		0019079	viral genome replication	Cis-reg;
RF00216	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00216	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00217	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00217	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00217	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00217	snoopy		Gallus_gallus300108		Gene; snRNA; snoRNA; CD-box;
RF00217	snoopy		Loxodonta_africana300061		Gene; snRNA; snoRNA; CD-box;
RF00218	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00218	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00218	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00218	snoopy		Mus_musculus300956		Gene; snRNA; snoRNA; CD-box;
RF00218	snoopy		Spermophilus_tridecemlineatus300291		Gene; snRNA; snoRNA; CD-box;
RF00220	SO		0000233	mature_transcript	Cis-reg;
RF00220	GO		0019079	viral genome replication	Cis-reg;
RF00221	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF00221	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF00221	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF00221	snoopy		Homo_sapiens300740		Gene; snRNA; snoRNA; CD-box;
RF00221	snoopy		Loxodonta_africana300493		Gene; snRNA; snoRNA; CD-box;
RF00222	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00222	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00223	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00223	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00224	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00224	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00225	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00225	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00226	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00226	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00227	SO		0000233	mature_transcript	Cis-reg;
RF00227	GO		0061157	mRNA destabilization	Cis-reg;
RF00228	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00228	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00229	SO		0000243	internal_ribosome_entry_site	Cis-reg; IRES;
RF00229	GO		0043022	ribosome binding	Cis-reg; IRES;
RF00230	SO		0000140	attenuator	Cis-reg; leader;
RF00230	GO		0000049	tRNA binding	Cis-reg; leader;
RF00231	SO		0000275	snoRNA	Gene; snRNA; snoRNA; scaRNA;
RF00231	GO		0006396	RNA processing	Gene; snRNA; snoRNA; scaRNA;
RF00231	GO		0015030	Cajal body	Gene; snRNA; snoRNA; scaRNA;
RF00231	GO		0005730	nucleolus	Gene; snRNA; snoRNA; scaRNA;
RF00232	SO		0000204	five_prime_UTR	Cis-reg;
RF00232	GO		0030371	translation repressor activity	Cis-reg;
RF00233	SO		0000205	three_prime_UTR	Cis-reg;
RF00233	GO		0006417	regulation of translation	Cis-reg;
RF00234	SO		0000035	riboswitch	Cis-reg; riboswitch;
RF00234	GO		0003824	catalytic activity	Cis-reg; riboswitch;
RF00234	GO		0010468	regulation of gene expression	Cis-reg; riboswitch;
RF00235	SO		0000233	mature_transcript	Gene;
RF00236	SO		0000644	antisense_RNA	Gene; antisense;
RF00236	GO		0003729	mRNA binding	Gene; antisense;
RF00237	MIR		MI0000050		Gene; miRNA;
RF00237	MIR		MI0000129		Gene; miRNA;
RF00237	MIR		MI0000157		Gene; miRNA;
RF00237	MIR		MI0000374		Gene; miRNA;
RF00237	MIR		MI0000466		Gene; miRNA;
RF00237	MIR		MI0000467		Gene; miRNA;
RF00237	MIR		MI0000468		Gene; miRNA;
RF00237	MIR		MI0000720		Gene; miRNA;
RF00237	MIR		MI0000721		Gene; miRNA;
RF00237	SO		0001244	pre_miRNA	Gene; miRNA;
RF00237	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00237	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00238	SO		0000644	antisense_RNA	Gene; antisense;
RF00238	GO		0003729	mRNA binding	Gene; antisense;
RF00238	GO		0060908	plasmid copy number maintenance	Gene; antisense;
RF00239	SO		0001244	pre_miRNA	Gene; miRNA;
RF00239	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00239	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00240	SO		0000644	antisense_RNA	Gene; antisense;
RF00241	MIR		MI0000128		Gene; miRNA;
RF00241	MIR		MI0000166		Gene; miRNA;
RF00241	MIR		MI0000243		Gene; miRNA;
RF00241	MIR		MI0000342		Gene; miRNA;
RF00241	MIR		MI0000457		Gene; miRNA;
RF00241	MIPF		MIPF0000019		Gene; miRNA;
RF00241	SO		0001244	pre_miRNA	Gene; miRNA;
RF00241	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00241	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00242	SO		0000644	antisense_RNA	Gene; antisense;
RF00242	GO		0060908	plasmid copy number maintenance	Gene; antisense;
RF00242	GO		0003729	mRNA binding	Gene; antisense;
RF00243	SO		0000204	five_prime_UTR	Cis-reg;
RF00243	GO		0003676	nucleic acid binding	Cis-reg;
RF00244	MIR		MI0000083		Gene; miRNA;
RF00244	MIR		MI0000084		Gene; miRNA;
RF00244	MIR		MI0000573		Gene; miRNA;
RF00244	MIR		MI0000575		Gene; miRNA;
RF00244	MIR		MI0000706		Gene; miRNA;
RF00244	MIR		MI0000750		Gene; miRNA;
RF00244	MIPF		MIPF0000043		Gene; miRNA;
RF00244	SO		0001244	pre_miRNA	Gene; miRNA;
RF00244	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF00244	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF00245	MIR		MI0000073		Gene; miRNA;
RF00245	MIR		MI0000074		Gene; miRNA;
RF00245	MIR		MI0000075		Gene; miRNA;
RF00245	MIR		MI0000546		Gene; miRNA;
RF00245	MIR		MI0000688		Gene; miRNA;
RF00245	MIR		MI0000718		Gene; miRNA;
RF00245	MIPF		MIPF0000011		Gene; miRNA;
RF00245	SO		0001244	pre_miRNA	Gene; miRNA;
