########################################
# Program: tcode
# Rundate: Wed 21 Jan 2026 16:40:58
# Commandline: tcode
#    -sequence XIST.fasta
#    -window 200
#    -outfile XIST_tcode.out
#    -plot
#    -graph png
# Report_format: table
# Report_file: XIST_tcode.out
########################################

#=======================================
#
# Sequence: URS000025784F     from: 1   to: 37027
# HitCount: 12276
#
# Fickett TESTCODE statistic
#
#=======================================

  Start     End  Strand   Score Estimation
   2281    2480       +   0.438 Non-coding
   2284    2483       +   0.402 Non-coding
   2287    2486       +   0.472 Non-coding
   2290    2489       +   0.467 Non-coding
   2293    2492       +   0.461 Non-coding
   2296    2495       +   0.406 Non-coding
   2299    2498       +   0.396 Non-coding
   2302    2501       +   0.461 Non-coding
   2305    2504       +   0.489 Non-coding
   2308    2507       +   0.527 Non-coding
   2311    2510       +   0.490 Non-coding
   2314    2513       +   0.514 Non-coding
   2317    2516       +   0.527 Non-coding
   2320    2519       +   0.538 Non-coding
   2323    2522       +   0.538 Non-coding
   2326    2525       +   0.498 Non-coding
   2329    2528       +   0.498 Non-coding
   2332    2531       +   0.461 Non-coding
   2335    2534       +   0.498 Non-coding
   2338    2537       +   0.498 Non-coding
   2341    2540       +   0.482 Non-coding
   2344    2543       +   0.515 Non-coding
   2347    2546       +   0.478 Non-coding
   2350    2549       +   0.444 Non-coding
   2353    2552       +   0.525 Non-coding
   2356    2555       +   0.498 Non-coding
   2359    2558       +   0.605 Non-coding
   2362    2561       +   0.639 Non-coding
   2365    2564       +   0.639 Non-coding
   2368    2567       +   0.633 Non-coding
   2371    2570       +   0.637 Non-coding
   2374    2573       +   0.756 No opinion
   2377    2576       +   0.714 Non-coding
   2380    2579       +   0.756 No opinion
   2383    2582       +   0.799 No opinion
   2386    2585       +   0.784 No opinion
   2389    2588       +   0.716 Non-coding
   2392    2591       +   0.743 No opinion
   2395    2594       +   0.673 Non-coding
   2398    2597       +   0.608 Non-coding
   2401    2600       +   0.658 Non-coding
   2404    2603       +   0.639 Non-coding
   2407    2606       +   0.707 Non-coding
   2410    2609       +   0.719 Non-coding
   2413    2612       +   0.717 Non-coding
   2416    2615       +   0.717 Non-coding
   2419    2618       +   0.756 No opinion
   2422    2621       +   0.723 Non-coding
   2425    2624       +   0.805 No opinion
   2428    2627       +   0.800 No opinion
   2431    2630       +   0.834 No opinion
   2434    2633       +   0.816 No opinion
   2437    2636       +   0.834 No opinion
   2440    2639       +   0.834 No opinion
   2443    2642       +   0.805 No opinion
   2446    2645       +   0.751 No opinion
   2449    2648       +   0.784 No opinion
   2452    2651       +   0.811 No opinion
   2455    2654       +   0.843 No opinion
   2458    2657       +   0.894 No opinion
   2461    2660       +   0.811 No opinion
   2464    2663       +   0.671 Non-coding
   2467    2666       +   0.671 Non-coding
   2470    2669       +   0.671 Non-coding
   2473    2672       +   0.736 Non-coding
   2476    2675       +   0.727 Non-coding
   2479    2678       +   0.727 Non-coding
   2482    2681       +   0.607 Non-coding
   2485    2684       +   0.610 Non-coding
   2488    2687       +   0.571 Non-coding
   2491    2690       +   0.571 Non-coding
   2494    2693       +   0.465 Non-coding
   2497    2696       +   0.547 Non-coding
   2500    2699       +   0.474 Non-coding
   2503    2702       +   0.436 Non-coding
   2506    2705       +   0.481 Non-coding
   2509    2708       +   0.447 Non-coding
   2512    2711       +   0.486 Non-coding
   2515    2714       +   0.374 Non-coding
   2518    2717       +   0.517 Non-coding
   2521    2720       +   0.405 Non-coding
   2524    2723       +   0.517 Non-coding
   2527    2726       +   0.396 Non-coding
   2530    2729       +   0.554 Non-coding
   2533    2732       +   0.554 Non-coding
   2536    2735       +   0.442 Non-coding
   2539    2738       +   0.431 Non-coding
   2542    2741       +   0.569 Non-coding
   2545    2744       +   0.536 Non-coding
   2548    2747       +   0.575 Non-coding
   2551    2750       +   0.575 Non-coding
   2554    2753       +   0.521 Non-coding
   2557    2756       +   0.569 Non-coding
   2560    2759       +   0.536 Non-coding
   2563    2762       +   0.618 Non-coding
   2566    2765       +   0.650 Non-coding
   2569    2768       +   0.649 Non-coding
   2572    2771       +   0.624 Non-coding
   2575    2774       +   0.536 Non-coding
   2578    2777       +   0.530 Non-coding
   2581    2780       +   0.563 Non-coding
   2584    2783       +   0.563 Non-coding
   2587    2786       +   0.584 Non-coding
   2590    2789       +   0.618 Non-coding
   2593    2792       +   0.590 Non-coding
   2596    2795       +   0.595 Non-coding
   2599    2798       +   0.587 Non-coding
   2602    2801       +   0.632 Non-coding
   2605    2804       +   0.684 Non-coding
   2608    2807       +   0.721 Non-coding
   2611    2810       +   0.601 Non-coding
   2614    2813       +   0.598 Non-coding
   2617    2816       +   0.634 Non-coding
   2620    2819       +   0.574 Non-coding
   2623    2822       +   0.586 Non-coding
   2626    2825       +   0.586 Non-coding
   2629    2828       +   0.670 Non-coding
   2632    2831       +   0.646 Non-coding
   2635    2834       +   0.630 Non-coding
   2638    2837       +   0.678 Non-coding
   2641    2840       +   0.619 Non-coding
   2644    2843       +   0.748 No opinion
   2647    2846       +   0.751 No opinion
   2650    2849       +   0.751 No opinion
   2653    2852       +   0.731 Non-coding
   2656    2855       +   0.738 Non-coding
   2659    2858       +   0.758 No opinion
   2662    2861       +   0.758 No opinion
   2665    2864       +   0.758 No opinion
   2668    2867       +   0.758 No opinion
   2671    2870       +   0.732 Non-coding
   2674    2873       +   0.757 No opinion
   2677    2876       +   0.726 Non-coding
   2680    2879       +   0.739 Non-coding
   2683    2882       +   0.822 No opinion
   2686    2885       +   0.822 No opinion
   2689    2888       +   0.822 No opinion
   2692    2891       +   0.793 No opinion
   2695    2894       +   0.786 No opinion
   2698    2897       +   0.822 No opinion
   2701    2900       +   0.856 No opinion
   2704    2903       +   0.754 No opinion
   2707    2906       +   0.760 No opinion
   2710    2909       +   0.749 No opinion
   2713    2912       +   0.749 No opinion
   2716    2915       +   0.737 Non-coding
   2719    2918       +   0.761 No opinion
   2722    2921       +   0.774 No opinion
   2725    2924       +   0.873 No opinion
   2728    2927       +   0.711 Non-coding
   2731    2930       +   0.814 No opinion
   2734    2933       +   0.802 No opinion
   2737    2936       +   0.814 No opinion
   2740    2939       +   0.802 No opinion
   2743    2942       +   0.860 No opinion
   2746    2945       +   0.768 No opinion
   2749    2948       +   0.781 No opinion
   2752    2951       +   0.748 No opinion
   2755    2954       +   0.752 No opinion
   2758    2957       +   0.780 No opinion
   2761    2960       +   0.780 No opinion
   2764    2963       +   0.952 Coding    
   2767    2966       +   1.049 Coding    
   2770    2969       +   0.938 No opinion
   2773    2972       +   0.932 No opinion
   2776    2975       +   0.988 Coding    
   2779    2978       +   0.964 Coding    
   2782    2981       +   0.985 Coding    
   2785    2984       +   0.969 Coding    
   2788    2987       +   0.968 Coding    
   2791    2990       +   0.832 No opinion
   2794    2993       +   0.793 No opinion
   2797    2996       +   0.681 Non-coding
   2800    2999       +   0.566 Non-coding
   2803    3002       +   0.487 Non-coding
   2806    3005       +   0.453 Non-coding
   2809    3008       +   0.513 Non-coding
   2812    3011       +   0.516 Non-coding
   2815    3014       +   0.506 Non-coding
   2818    3017       +   0.577 Non-coding
   2821    3020       +   0.518 Non-coding
   2824    3023       +   0.506 Non-coding
   2827    3026       +   0.475 Non-coding
   2830    3029       +   0.629 Non-coding
   2833    3032       +   0.629 Non-coding
   2836    3035       +   0.525 Non-coding
   2839    3038       +   0.534 Non-coding
   2842    3041       +   0.534 Non-coding
   2845    3044       +   0.428 Non-coding
   2848    3047       +   0.476 Non-coding
   2851    3050       +   0.476 Non-coding
   2854    3053       +   0.470 Non-coding
   2857    3056       +   0.588 Non-coding
   2860    3059       +   0.534 Non-coding
   2863    3062       +   0.542 Non-coding
   2866    3065       +   0.515 Non-coding
   2869    3068       +   0.430 Non-coding
   2872    3071       +   0.403 Non-coding
   2875    3074       +   0.403 Non-coding
   2878    3077       +   0.435 Non-coding
   2881    3080       +   0.424 Non-coding
   2884    3083       +   0.588 Non-coding
   2887    3086       +   0.451 Non-coding
   2890    3089       +   0.594 Non-coding
   2893    3092       +   0.510 Non-coding
   2896    3095       +   0.451 Non-coding
   2899    3098       +   0.414 Non-coding
   2902    3101       +   0.451 Non-coding
   2905    3104       +   0.445 Non-coding
   2908    3107       +   0.558 Non-coding
   2911    3110       +   0.558 Non-coding
   2914    3113       +   0.563 Non-coding
   2917    3116       +   0.601 Non-coding
   2920    3119       +   0.610 Non-coding
   2923    3122       +   0.628 Non-coding
   2926    3125       +   0.628 Non-coding
   2929    3128       +   0.617 Non-coding
   2932    3131       +   0.700 Non-coding
   2935    3134       +   0.723 Non-coding
   2938    3137       +   0.700 Non-coding
   2941    3140       +   0.826 No opinion
   2944    3143       +   0.947 No opinion
   2947    3146       +   0.857 No opinion
   2950    3149       +   0.888 No opinion
   2953    3152       +   0.929 No opinion
   2956    3155       +   0.909 No opinion
   2959    3158       +   0.937 No opinion
   2962    3161       +   0.846 No opinion
   2965    3164       +   0.788 No opinion
   2968    3167       +   0.889 No opinion
   2971    3170       +   0.725 Non-coding
   2974    3173       +   0.768 No opinion
   2977    3176       +   0.833 No opinion
   2980    3179       +   0.837 No opinion
   2983    3182       +   0.818 No opinion
   2986    3185       +   0.912 No opinion
   2989    3188       +   0.800 No opinion
   2992    3191       +   0.817 No opinion
   2995    3194       +   0.689 Non-coding
   2998    3197       +   0.858 No opinion
   3001    3200       +   0.878 No opinion
   3004    3203       +   0.878 No opinion
   3007    3206       +   0.855 No opinion
   3010    3209       +   0.862 No opinion
   3013    3212       +   0.786 No opinion
   3016    3215       +   0.810 No opinion
   3019    3218       +   0.776 No opinion
   3022    3221       +   0.776 No opinion
   3025    3224       +   0.803 No opinion
   3028    3227       +   0.743 No opinion
   3031    3230       +   0.656 Non-coding
   3034    3233       +   0.653 Non-coding
   3037    3236       +   0.783 No opinion
   3040    3239       +   0.715 Non-coding
   3043    3242       +   0.885 No opinion
   3046    3245       +   0.845 No opinion
   3049    3248       +   0.828 No opinion
   3052    3251       +   0.786 No opinion
   3055    3254       +   0.733 Non-coding
   3058    3257       +   0.657 Non-coding
   3061    3260       +   0.829 No opinion
   3064    3263       +   0.908 No opinion
   3067    3266       +   0.954 Coding    
   3070    3269       +   0.962 Coding    
   3073    3272       +   1.035 Coding    
   3076    3275       +   0.937 No opinion
   3079    3278       +   0.841 No opinion
   3082    3281       +   0.778 No opinion
   3085    3284       +   0.807 No opinion
   3088    3287       +   0.798 No opinion
   3091    3290       +   0.645 Non-coding
   3094    3293       +   0.753 No opinion
   3097    3296       +   0.759 No opinion
   3100    3299       +   0.803 No opinion
   3103    3302       +   0.817 No opinion
   3106    3305       +   0.804 No opinion
   3109    3308       +   0.766 No opinion
   3112    3311       +   0.670 Non-coding
   3115    3314       +   0.677 Non-coding
   3118    3317       +   0.852 No opinion
   3121    3320       +   0.824 No opinion
   3124    3323       +   0.795 No opinion
   3127    3326       +   0.819 No opinion
   3130    3329       +   0.937 No opinion
   3133    3332       +   0.792 No opinion
   3136    3335       +   0.686 Non-coding
